ID,League,date,Currency,PriceCurrency,Value,CurrencyID
3689,Delve,2018-09-29,Orb of Transmutation,Chaos Orb,0.02174,2
3690,Delve,2018-09-30,Orb of Transmutation,Chaos Orb,0.02138,2
3691,Delve,2018-10-01,Orb of Transmutation,Chaos Orb,0.02114,2
3692,Delve,2018-10-02,Orb of Transmutation,Chaos Orb,0.02,2
3693,Delve,2018-10-03,Orb of Transmutation,Chaos Orb,0.02091,2
3694,Delve,2018-10-04,Orb of Transmutation,Chaos Orb,0.02117,2
3695,Delve,2018-10-05,Orb of Transmutation,Chaos Orb,0.02149,2
3696,Delve,2018-10-06,Orb of Transmutation,Chaos Orb,0.02103,2
3697,Delve,2018-10-07,Orb of Transmutation,Chaos Orb,0.02167,2
3698,Delve,2018-10-08,Orb of Transmutation,Chaos Orb,0.02157,2
3699,Delve,2018-10-09,Orb of Transmutation,Chaos Orb,0.02174,2
3700,Delve,2018-10-10,Orb of Transmutation,Chaos Orb,0.02174,2
3701,Delve,2018-10-11,Orb of Transmutation,Chaos Orb,0.02174,2
3702,Delve,2018-10-12,Orb of Transmutation,Chaos Orb,0.02168,2
3703,Delve,2018-10-13,Orb of Transmutation,Chaos Orb,0.02182,2
3704,Delve,2018-10-14,Orb of Transmutation,Chaos Orb,0.02077,2
3705,Delve,2018-10-15,Orb of Transmutation,Chaos Orb,0.02007,2
3706,Delve,2018-10-16,Orb of Transmutation,Chaos Orb,0.02153,2
3707,Delve,2018-10-17,Orb of Transmutation,Chaos Orb,0.02168,2
3708,Delve,2018-10-18,Orb of Transmutation,Chaos Orb,0.02089,2
3709,Delve,2018-10-19,Orb of Transmutation,Chaos Orb,0.02135,2
3710,Delve,2018-10-20,Orb of Transmutation,Chaos Orb,0.02173,2
3711,Delve,2018-10-21,Orb of Transmutation,Chaos Orb,0.02169,2
3712,Delve,2018-10-22,Orb of Transmutation,Chaos Orb,0.02109,2
3713,Delve,2018-10-23,Orb of Transmutation,Chaos Orb,0.021,2
3714,Delve,2018-10-24,Orb of Transmutation,Chaos Orb,0.02083,2
3715,Delve,2018-10-25,Orb of Transmutation,Chaos Orb,0.02175,2
3716,Delve,2018-10-26,Orb of Transmutation,Chaos Orb,0.02182,2
3717,Delve,2018-10-27,Orb of Transmutation,Chaos Orb,0.02174,2
3718,Delve,2018-10-28,Orb of Transmutation,Chaos Orb,0.02174,2
3719,Delve,2018-10-29,Orb of Transmutation,Chaos Orb,0.02041,2
3720,Delve,2018-10-30,Orb of Transmutation,Chaos Orb,0.02,2
3721,Delve,2018-10-31,Orb of Transmutation,Chaos Orb,0.01956,2
3722,Delve,2018-11-01,Orb of Transmutation,Chaos Orb,0.01962,2
3723,Delve,2018-11-02,Orb of Transmutation,Chaos Orb,0.01954,2
3724,Delve,2018-11-03,Orb of Transmutation,Chaos Orb,0.01925,2
3725,Delve,2018-11-04,Orb of Transmutation,Chaos Orb,0.01958,2
3726,Delve,2018-11-05,Orb of Transmutation,Chaos Orb,0.01667,2
3727,Delve,2018-11-06,Orb of Transmutation,Chaos Orb,0.01667,2
3728,Delve,2018-11-07,Orb of Transmutation,Chaos Orb,0.01836,2
3729,Delve,2018-11-08,Orb of Transmutation,Chaos Orb,0.01667,2
3730,Delve,2018-11-09,Orb of Transmutation,Chaos Orb,0.01667,2
3731,Delve,2018-11-10,Orb of Transmutation,Chaos Orb,0.01667,2
3732,Delve,2018-11-11,Orb of Transmutation,Chaos Orb,0.01667,2
3733,Delve,2018-11-12,Orb of Transmutation,Chaos Orb,0.01667,2
3734,Delve,2018-11-13,Orb of Transmutation,Chaos Orb,0.01615,2
3735,Delve,2018-11-14,Orb of Transmutation,Chaos Orb,0.01657,2
3736,Delve,2018-11-15,Orb of Transmutation,Chaos Orb,0.01665,2
3737,Delve,2018-11-16,Orb of Transmutation,Chaos Orb,0.01667,2
3738,Delve,2018-11-17,Orb of Transmutation,Chaos Orb,0.01654,2
3739,Delve,2018-11-18,Orb of Transmutation,Chaos Orb,0.01659,2
3740,Delve,2018-11-19,Orb of Transmutation,Chaos Orb,0.01782,2
3741,Delve,2018-11-20,Orb of Transmutation,Chaos Orb,0.01666,2
3742,Delve,2018-11-21,Orb of Transmutation,Chaos Orb,0.01664,2
3743,Delve,2018-11-22,Orb of Transmutation,Chaos Orb,0.01667,2
3744,Delve,2018-11-23,Orb of Transmutation,Chaos Orb,0.01667,2
3745,Delve,2018-11-24,Orb of Transmutation,Chaos Orb,0.01667,2
3746,Delve,2018-11-25,Orb of Transmutation,Chaos Orb,0.01667,2
3747,Delve,2018-11-26,Orb of Transmutation,Chaos Orb,0.01667,2
3748,Delve,2018-11-27,Orb of Transmutation,Chaos Orb,0.01667,2
3749,Delve,2018-11-28,Orb of Transmutation,Chaos Orb,0.01667,2
3750,Delve,2018-11-29,Orb of Transmutation,Chaos Orb,0.01667,2
3751,Delve,2018-11-30,Orb of Transmutation,Chaos Orb,0.01667,2
3752,Delve,2018-12-01,Orb of Transmutation,Chaos Orb,0.01661,2
3753,Delve,2018-12-02,Orb of Transmutation,Chaos Orb,0.01568,2
3754,Delve,2018-12-03,Orb of Transmutation,Chaos Orb,0.01538,2
3755,Delve,2018-08-31,Orb of Alteration,Chaos Orb,0.10235,9
3756,Delve,2018-09-01,Orb of Alteration,Chaos Orb,0.04325,9
3757,Delve,2018-09-02,Orb of Alteration,Chaos Orb,0.06667,9
3758,Delve,2018-09-03,Orb of Alteration,Chaos Orb,0.08264,9
3759,Delve,2018-09-04,Orb of Alteration,Chaos Orb,0.08333,9
3760,Delve,2018-09-05,Orb of Alteration,Chaos Orb,0.08333,9
3761,Delve,2018-09-06,Orb of Alteration,Chaos Orb,0.08403,9
3762,Delve,2018-09-07,Orb of Alteration,Chaos Orb,0.07937,9
3763,Delve,2018-09-08,Orb of Alteration,Chaos Orb,0.07729,9
3764,Delve,2018-09-09,Orb of Alteration,Chaos Orb,0.07519,9
3765,Delve,2018-09-10,Orb of Alteration,Chaos Orb,0.07449,9
3766,Delve,2018-09-11,Orb of Alteration,Chaos Orb,0.07692,9
3767,Delve,2018-09-12,Orb of Alteration,Chaos Orb,0.07877,9
3768,Delve,2018-09-13,Orb of Alteration,Chaos Orb,0.08065,9
3769,Delve,2018-09-14,Orb of Alteration,Chaos Orb,0.09091,9
3770,Delve,2018-09-15,Orb of Alteration,Chaos Orb,0.09091,9
3771,Delve,2018-09-16,Orb of Alteration,Chaos Orb,0.08929,9
3772,Delve,2018-09-17,Orb of Alteration,Chaos Orb,0.09009,9
3773,Delve,2018-09-18,Orb of Alteration,Chaos Orb,0.09091,9
3774,Delve,2018-09-19,Orb of Alteration,Chaos Orb,0.09091,9
3775,Delve,2018-09-20,Orb of Alteration,Chaos Orb,0.09009,9
3776,Delve,2018-09-21,Orb of Alteration,Chaos Orb,0.09009,9
3777,Delve,2018-09-22,Orb of Alteration,Chaos Orb,0.08929,9
3778,Delve,2018-09-23,Orb of Alteration,Chaos Orb,0.0885,9
3779,Delve,2018-09-24,Orb of Alteration,Chaos Orb,0.08929,9
3780,Delve,2018-09-25,Orb of Alteration,Chaos Orb,0.08621,9
3781,Delve,2018-09-26,Orb of Alteration,Chaos Orb,0.08475,9
3782,Delve,2018-09-27,Orb of Alteration,Chaos Orb,0.08696,9
3783,Delve,2018-09-28,Orb of Alteration,Chaos Orb,0.08696,9
3784,Delve,2018-09-29,Orb of Alteration,Chaos Orb,0.0885,9
3785,Delve,2018-09-30,Orb of Alteration,Chaos Orb,0.09524,9
3786,Delve,2018-10-01,Orb of Alteration,Chaos Orb,0.09524,9
3787,Delve,2018-10-02,Orb of Alteration,Chaos Orb,0.09434,9
3788,Delve,2018-10-03,Orb of Alteration,Chaos Orb,0.09615,9
3789,Delve,2018-10-04,Orb of Alteration,Chaos Orb,0.1,9
3790,Delve,2018-10-05,Orb of Alteration,Chaos Orb,0.10204,9
3791,Delve,2018-10-06,Orb of Alteration,Chaos Orb,0.10526,9
3792,Delve,2018-10-07,Orb of Alteration,Chaos Orb,0.10324,9
3793,Delve,2018-10-08,Orb of Alteration,Chaos Orb,0.09816,9
3794,Delve,2018-10-09,Orb of Alteration,Chaos Orb,0.09091,9
3795,Delve,2018-10-10,Orb of Alteration,Chaos Orb,0.08476,9
3796,Delve,2018-10-11,Orb of Alteration,Chaos Orb,0.08264,9
3797,Delve,2018-10-12,Orb of Alteration,Chaos Orb,0.0813,9
3798,Delve,2018-10-13,Orb of Alteration,Chaos Orb,0.07937,9
3799,Delve,2018-10-14,Orb of Alteration,Chaos Orb,0.07692,9
3800,Delve,2018-10-15,Orb of Alteration,Chaos Orb,0.07407,9
3801,Delve,2018-10-16,Orb of Alteration,Chaos Orb,0.07407,9
3802,Delve,2018-10-17,Orb of Alteration,Chaos Orb,0.07643,9
3803,Delve,2018-10-18,Orb of Alteration,Chaos Orb,0.07634,9
3804,Delve,2018-10-19,Orb of Alteration,Chaos Orb,0.07634,9
3805,Delve,2018-10-20,Orb of Alteration,Chaos Orb,0.07683,9
3806,Delve,2018-10-21,Orb of Alteration,Chaos Orb,0.07634,9
3807,Delve,2018-10-22,Orb of Alteration,Chaos Orb,0.07605,9
3808,Delve,2018-10-23,Orb of Alteration,Chaos Orb,0.07576,9
3809,Delve,2018-10-24,Orb of Alteration,Chaos Orb,0.07433,9
3810,Delve,2018-10-25,Orb of Alteration,Chaos Orb,0.07576,9
3811,Delve,2018-10-26,Orb of Alteration,Chaos Orb,0.07634,9
3812,Delve,2018-10-27,Orb of Alteration,Chaos Orb,0.07692,9
3813,Delve,2018-10-28,Orb of Alteration,Chaos Orb,0.07692,9
3814,Delve,2018-10-29,Orb of Alteration,Chaos Orb,0.07637,9
3815,Delve,2018-10-30,Orb of Alteration,Chaos Orb,0.07787,9
3816,Delve,2018-10-31,Orb of Alteration,Chaos Orb,0.07684,9
3817,Delve,2018-11-01,Orb of Alteration,Chaos Orb,0.0782,9
3818,Delve,2018-11-02,Orb of Alteration,Chaos Orb,0.08,9
3819,Delve,2018-11-03,Orb of Alteration,Chaos Orb,0.08199,9
3820,Delve,2018-11-04,Orb of Alteration,Chaos Orb,0.08333,9
3821,Delve,2018-11-05,Orb of Alteration,Chaos Orb,0.08333,9
3822,Delve,2018-11-06,Orb of Alteration,Chaos Orb,0.10559,9
3823,Delve,2018-11-07,Orb of Alteration,Chaos Orb,0.09857,9
3824,Delve,2018-11-08,Orb of Alteration,Chaos Orb,0.1,9
3825,Delve,2018-11-09,Orb of Alteration,Chaos Orb,0.10526,9
3826,Delve,2018-11-10,Orb of Alteration,Chaos Orb,0.1,9
3827,Delve,2018-11-11,Orb of Alteration,Chaos Orb,0.10109,9
3828,Delve,2018-11-12,Orb of Alteration,Chaos Orb,0.1,9
3829,Delve,2018-11-13,Orb of Alteration,Chaos Orb,0.1064,9
3830,Delve,2018-11-14,Orb of Alteration,Chaos Orb,0.10467,9
3831,Delve,2018-11-15,Orb of Alteration,Chaos Orb,0.1,9
3832,Delve,2018-11-16,Orb of Alteration,Chaos Orb,0.1,9
3833,Delve,2018-11-17,Orb of Alteration,Chaos Orb,0.1,9
3834,Delve,2018-11-18,Orb of Alteration,Chaos Orb,0.1,9
3835,Delve,2018-11-19,Orb of Alteration,Chaos Orb,0.1,9
3836,Delve,2018-11-20,Orb of Alteration,Chaos Orb,0.09091,9
3837,Delve,2018-11-21,Orb of Alteration,Chaos Orb,0.09091,9
3838,Delve,2018-11-22,Orb of Alteration,Chaos Orb,0.08696,9
3839,Delve,2018-11-23,Orb of Alteration,Chaos Orb,0.08696,9
3840,Delve,2018-11-24,Orb of Alteration,Chaos Orb,0.08696,9
3841,Delve,2018-11-25,Orb of Alteration,Chaos Orb,0.0839,9
3842,Delve,2018-11-26,Orb of Alteration,Chaos Orb,0.08897,9
3843,Delve,2018-11-27,Orb of Alteration,Chaos Orb,0.09091,9
3844,Delve,2018-11-28,Orb of Alteration,Chaos Orb,0.08949,9
3845,Delve,2018-11-29,Orb of Alteration,Chaos Orb,0.08628,9
3846,Delve,2018-11-30,Orb of Alteration,Chaos Orb,0.08333,9
3847,Delve,2018-12-01,Orb of Alteration,Chaos Orb,0.08333,9
3848,Delve,2018-12-02,Orb of Alteration,Chaos Orb,0.08376,9
3849,Delve,2018-12-03,Orb of Alteration,Chaos Orb,0.0863,9
3850,Delve,2018-08-31,Orb of Augmentation,Chaos Orb,1,11
3851,Delve,2018-09-01,Orb of Augmentation,Chaos Orb,0.1,11
3852,Delve,2018-09-02,Orb of Augmentation,Chaos Orb,0.07031,11
3853,Delve,2018-09-03,Orb of Augmentation,Chaos Orb,0.06667,11
3854,Delve,2018-09-04,Orb of Augmentation,Chaos Orb,0.06667,11
3855,Delve,2018-09-05,Orb of Augmentation,Chaos Orb,0.06661,11
3856,Delve,2018-09-06,Orb of Augmentation,Chaos Orb,0.0587,11
3857,Delve,2018-09-07,Orb of Augmentation,Chaos Orb,0.05494,11
3858,Delve,2018-09-08,Orb of Augmentation,Chaos Orb,0.0514,11
3859,Delve,2018-09-09,Orb of Augmentation,Chaos Orb,0.04973,11
3860,Delve,2018-09-10,Orb of Augmentation,Chaos Orb,0.04878,11
3861,Delve,2018-09-11,Orb of Augmentation,Chaos Orb,0.0546,11
3862,Delve,2018-09-12,Orb of Augmentation,Chaos Orb,0.05263,11
3863,Delve,2018-09-13,Orb of Augmentation,Chaos Orb,0.05,11
3864,Delve,2018-09-14,Orb of Augmentation,Chaos Orb,0.0508,11
3865,Delve,2018-09-15,Orb of Augmentation,Chaos Orb,0.05556,11
3866,Delve,2018-09-16,Orb of Augmentation,Chaos Orb,0.05556,11
3867,Delve,2018-09-17,Orb of Augmentation,Chaos Orb,0.05556,11
3868,Delve,2018-09-18,Orb of Augmentation,Chaos Orb,0.05556,11
3869,Delve,2018-09-19,Orb of Augmentation,Chaos Orb,0.05668,11
3870,Delve,2018-09-20,Orb of Augmentation,Chaos Orb,0.05897,11
3871,Delve,2018-09-21,Orb of Augmentation,Chaos Orb,0.0575,11
3872,Delve,2018-09-22,Orb of Augmentation,Chaos Orb,0.05556,11
3873,Delve,2018-09-23,Orb of Augmentation,Chaos Orb,0.05579,11
3874,Delve,2018-09-24,Orb of Augmentation,Chaos Orb,0.05556,11
3875,Delve,2018-09-25,Orb of Augmentation,Chaos Orb,0.05556,11
3876,Delve,2018-09-26,Orb of Augmentation,Chaos Orb,0.05556,11
3877,Delve,2018-09-27,Orb of Augmentation,Chaos Orb,0.05556,11
3878,Delve,2018-09-28,Orb of Augmentation,Chaos Orb,0.05556,11
3879,Delve,2018-09-29,Orb of Augmentation,Chaos Orb,0.05556,11
3880,Delve,2018-09-30,Orb of Augmentation,Chaos Orb,0.05556,11
3881,Delve,2018-10-01,Orb of Augmentation,Chaos Orb,0.05556,11
3882,Delve,2018-10-02,Orb of Augmentation,Chaos Orb,0.05556,11
3883,Delve,2018-10-03,Orb of Augmentation,Chaos Orb,0.05556,11
3884,Delve,2018-10-04,Orb of Augmentation,Chaos Orb,0.05556,11
3885,Delve,2018-10-05,Orb of Augmentation,Chaos Orb,0.05706,11
3886,Delve,2018-10-06,Orb of Augmentation,Chaos Orb,0.05725,11
3887,Delve,2018-10-07,Orb of Augmentation,Chaos Orb,0.05559,11
3888,Delve,2018-10-08,Orb of Augmentation,Chaos Orb,0.05556,11
3889,Delve,2018-10-09,Orb of Augmentation,Chaos Orb,0.05556,11
3890,Delve,2018-10-10,Orb of Augmentation,Chaos Orb,0.05556,11
3891,Delve,2018-10-11,Orb of Augmentation,Chaos Orb,0.05556,11
3892,Delve,2018-10-12,Orb of Augmentation,Chaos Orb,0.05599,11
3893,Delve,2018-10-13,Orb of Augmentation,Chaos Orb,0.05556,11
3894,Delve,2018-10-14,Orb of Augmentation,Chaos Orb,0.05556,11
3895,Delve,2018-10-15,Orb of Augmentation,Chaos Orb,0.05556,11
3896,Delve,2018-10-16,Orb of Augmentation,Chaos Orb,0.05556,11
3897,Delve,2018-10-17,Orb of Augmentation,Chaos Orb,0.05762,11
3898,Delve,2018-10-18,Orb of Augmentation,Chaos Orb,0.05556,11
3899,Delve,2018-10-19,Orb of Augmentation,Chaos Orb,0.05556,11
3900,Delve,2018-10-20,Orb of Augmentation,Chaos Orb,0.05556,11
3901,Delve,2018-10-21,Orb of Augmentation,Chaos Orb,0.05856,11
3902,Delve,2018-10-22,Orb of Augmentation,Chaos Orb,0.05933,11
3903,Delve,2018-10-23,Orb of Augmentation,Chaos Orb,0.06613,11
3904,Delve,2018-10-24,Orb of Augmentation,Chaos Orb,0.0665,11
3905,Delve,2018-10-25,Orb of Augmentation,Chaos Orb,0.06165,11
3906,Delve,2018-10-26,Orb of Augmentation,Chaos Orb,0.05882,11
3907,Delve,2018-10-27,Orb of Augmentation,Chaos Orb,0.05693,11
3908,Delve,2018-10-28,Orb of Augmentation,Chaos Orb,0.05589,11
3909,Delve,2018-10-29,Orb of Augmentation,Chaos Orb,0.05615,11
3910,Delve,2018-10-30,Orb of Augmentation,Chaos Orb,0.05652,11
3911,Delve,2018-10-31,Orb of Augmentation,Chaos Orb,0.05673,11
3912,Delve,2018-11-01,Orb of Augmentation,Chaos Orb,0.05714,11
3913,Delve,2018-11-02,Orb of Augmentation,Chaos Orb,0.05714,11
3914,Delve,2018-11-03,Orb of Augmentation,Chaos Orb,0.05805,11
3915,Delve,2018-11-04,Orb of Augmentation,Chaos Orb,0.05867,11
3916,Delve,2018-11-05,Orb of Augmentation,Chaos Orb,0.05556,11
3917,Delve,2018-11-06,Orb of Augmentation,Chaos Orb,0.05556,11
3918,Delve,2018-11-07,Orb of Augmentation,Chaos Orb,0.05536,11
3919,Delve,2018-11-08,Orb of Augmentation,Chaos Orb,0.0551,11
3920,Delve,2018-11-09,Orb of Augmentation,Chaos Orb,0.05414,11
3921,Delve,2018-11-10,Orb of Augmentation,Chaos Orb,0.053,11
3922,Delve,2018-11-11,Orb of Augmentation,Chaos Orb,0.05263,11
3923,Delve,2018-11-12,Orb of Augmentation,Chaos Orb,0.05326,11
3924,Delve,2018-11-13,Orb of Augmentation,Chaos Orb,0.05468,11
3925,Delve,2018-11-14,Orb of Augmentation,Chaos Orb,0.05556,11
3926,Delve,2018-11-15,Orb of Augmentation,Chaos Orb,0.05427,11
3927,Delve,2018-11-16,Orb of Augmentation,Chaos Orb,0.05522,11
3928,Delve,2018-11-17,Orb of Augmentation,Chaos Orb,0.05,11
3929,Delve,2018-11-18,Orb of Augmentation,Chaos Orb,0.05,11
3930,Delve,2018-11-19,Orb of Augmentation,Chaos Orb,0.04998,11
3931,Delve,2018-11-20,Orb of Augmentation,Chaos Orb,0.05,11
3932,Delve,2018-11-21,Orb of Augmentation,Chaos Orb,0.05,11
3933,Delve,2018-11-22,Orb of Augmentation,Chaos Orb,0.05,11
3934,Delve,2018-11-23,Orb of Augmentation,Chaos Orb,0.05279,11
3935,Delve,2018-11-24,Orb of Augmentation,Chaos Orb,0.05,11
3936,Delve,2018-11-25,Orb of Augmentation,Chaos Orb,0.04953,11
3937,Delve,2018-11-26,Orb of Augmentation,Chaos Orb,0.04831,11
3938,Delve,2018-11-27,Orb of Augmentation,Chaos Orb,0.04861,11
3939,Delve,2018-11-28,Orb of Augmentation,Chaos Orb,0.05,11
3940,Delve,2018-11-29,Orb of Augmentation,Chaos Orb,0.05308,11
3941,Delve,2018-11-30,Orb of Augmentation,Chaos Orb,0.04762,11
3942,Delve,2018-12-01,Orb of Augmentation,Chaos Orb,0.04829,11
3943,Delve,2018-12-02,Orb of Augmentation,Chaos Orb,0.04773,11
3944,Delve,2018-12-03,Orb of Augmentation,Chaos Orb,0.04762,11
3945,Delve,2018-08-31,Orb of Alchemy,Chaos Orb,0.33333,5
3946,Delve,2018-09-01,Orb of Alchemy,Chaos Orb,0.25,5
3947,Delve,2018-09-02,Orb of Alchemy,Chaos Orb,0.32258,5
3948,Delve,2018-09-03,Orb of Alchemy,Chaos Orb,0.43478,5
3949,Delve,2018-09-04,Orb of Alchemy,Chaos Orb,0.47753,5
3950,Delve,2018-09-05,Orb of Alchemy,Chaos Orb,0.5,5
3951,Delve,2018-09-06,Orb of Alchemy,Chaos Orb,0.54944,5
3952,Delve,2018-09-07,Orb of Alchemy,Chaos Orb,0.54054,5
3953,Delve,2018-09-08,Orb of Alchemy,Chaos Orb,0.58012,5
3954,Delve,2018-09-09,Orb of Alchemy,Chaos Orb,0.57971,5
3955,Delve,2018-09-10,Orb of Alchemy,Chaos Orb,0.55556,5
3956,Delve,2018-09-11,Orb of Alchemy,Chaos Orb,0.52632,5
3957,Delve,2018-09-12,Orb of Alchemy,Chaos Orb,0.52632,5
3958,Delve,2018-09-13,Orb of Alchemy,Chaos Orb,0.52632,5
3959,Delve,2018-09-14,Orb of Alchemy,Chaos Orb,0.52632,5
3960,Delve,2018-09-15,Orb of Alchemy,Chaos Orb,0.52632,5
3961,Delve,2018-09-16,Orb of Alchemy,Chaos Orb,0.52632,5
3962,Delve,2018-09-17,Orb of Alchemy,Chaos Orb,0.55556,5
3963,Delve,2018-09-18,Orb of Alchemy,Chaos Orb,0.55556,5
3964,Delve,2018-09-19,Orb of Alchemy,Chaos Orb,0.55556,5
3965,Delve,2018-09-20,Orb of Alchemy,Chaos Orb,0.55925,5
3966,Delve,2018-09-21,Orb of Alchemy,Chaos Orb,0.57143,5
3967,Delve,2018-09-22,Orb of Alchemy,Chaos Orb,0.58115,5
3968,Delve,2018-09-23,Orb of Alchemy,Chaos Orb,0.57143,5
3969,Delve,2018-09-24,Orb of Alchemy,Chaos Orb,0.55556,5
3970,Delve,2018-09-25,Orb of Alchemy,Chaos Orb,0.55556,5
3971,Delve,2018-09-26,Orb of Alchemy,Chaos Orb,0.55556,5
3972,Delve,2018-09-27,Orb of Alchemy,Chaos Orb,0.55556,5
3973,Delve,2018-09-28,Orb of Alchemy,Chaos Orb,0.55556,5
3974,Delve,2018-09-29,Orb of Alchemy,Chaos Orb,0.55556,5
3975,Delve,2018-09-30,Orb of Alchemy,Chaos Orb,0.55556,5
3976,Delve,2018-10-01,Orb of Alchemy,Chaos Orb,0.55556,5
3977,Delve,2018-10-02,Orb of Alchemy,Chaos Orb,0.55556,5
3978,Delve,2018-10-03,Orb of Alchemy,Chaos Orb,0.55556,5
3979,Delve,2018-10-04,Orb of Alchemy,Chaos Orb,0.55556,5
3980,Delve,2018-10-05,Orb of Alchemy,Chaos Orb,0.56288,5
3981,Delve,2018-10-06,Orb of Alchemy,Chaos Orb,0.56602,5
3982,Delve,2018-10-07,Orb of Alchemy,Chaos Orb,0.5693,5
3983,Delve,2018-10-08,Orb of Alchemy,Chaos Orb,0.56863,5
3984,Delve,2018-10-09,Orb of Alchemy,Chaos Orb,0.56818,5
3985,Delve,2018-10-10,Orb of Alchemy,Chaos Orb,0.58824,5
3986,Delve,2018-10-11,Orb of Alchemy,Chaos Orb,0.58824,5
3987,Delve,2018-10-12,Orb of Alchemy,Chaos Orb,0.58824,5
3988,Delve,2018-10-13,Orb of Alchemy,Chaos Orb,0.58824,5
3989,Delve,2018-10-14,Orb of Alchemy,Chaos Orb,0.58824,5
3990,Delve,2018-10-15,Orb of Alchemy,Chaos Orb,0.58824,5
3991,Delve,2018-10-16,Orb of Alchemy,Chaos Orb,0.58824,5
3992,Delve,2018-10-17,Orb of Alchemy,Chaos Orb,0.58824,5
3993,Delve,2018-10-18,Orb of Alchemy,Chaos Orb,0.625,5
3994,Delve,2018-10-19,Orb of Alchemy,Chaos Orb,0.625,5
3995,Delve,2018-10-20,Orb of Alchemy,Chaos Orb,0.625,5
3996,Delve,2018-10-21,Orb of Alchemy,Chaos Orb,0.63889,5
3997,Delve,2018-10-22,Orb of Alchemy,Chaos Orb,0.63889,5
3998,Delve,2018-10-23,Orb of Alchemy,Chaos Orb,0.64516,5
3999,Delve,2018-10-24,Orb of Alchemy,Chaos Orb,0.64444,5
4000,Delve,2018-10-25,Orb of Alchemy,Chaos Orb,0.64292,5
4001,Delve,2018-10-26,Orb of Alchemy,Chaos Orb,0.64516,5
4002,Delve,2018-10-27,Orb of Alchemy,Chaos Orb,0.66667,5
4003,Delve,2018-10-28,Orb of Alchemy,Chaos Orb,0.66667,5
4004,Delve,2018-10-29,Orb of Alchemy,Chaos Orb,0.66667,5
4005,Delve,2018-10-30,Orb of Alchemy,Chaos Orb,0.66667,5
4006,Delve,2018-10-31,Orb of Alchemy,Chaos Orb,0.66667,5
4007,Delve,2018-11-01,Orb of Alchemy,Chaos Orb,0.66667,5
4008,Delve,2018-11-02,Orb of Alchemy,Chaos Orb,0.66667,5
4009,Delve,2018-11-03,Orb of Alchemy,Chaos Orb,0.66667,5
4010,Delve,2018-11-04,Orb of Alchemy,Chaos Orb,0.66667,5
4011,Delve,2018-11-05,Orb of Alchemy,Chaos Orb,0.66667,5
4012,Delve,2018-11-06,Orb of Alchemy,Chaos Orb,0.66667,5
4013,Delve,2018-11-07,Orb of Alchemy,Chaos Orb,0.68285,5
4014,Delve,2018-11-08,Orb of Alchemy,Chaos Orb,0.68966,5
4015,Delve,2018-11-09,Orb of Alchemy,Chaos Orb,0.69514,5
4016,Delve,2018-11-10,Orb of Alchemy,Chaos Orb,0.66667,5
4017,Delve,2018-11-11,Orb of Alchemy,Chaos Orb,0.66667,5
4018,Delve,2018-11-12,Orb of Alchemy,Chaos Orb,0.66667,5
4019,Delve,2018-11-13,Orb of Alchemy,Chaos Orb,0.68027,5
4020,Delve,2018-11-14,Orb of Alchemy,Chaos Orb,0.66667,5
4021,Delve,2018-11-15,Orb of Alchemy,Chaos Orb,0.66667,5
4022,Delve,2018-11-16,Orb of Alchemy,Chaos Orb,0.66667,5
4023,Delve,2018-11-17,Orb of Alchemy,Chaos Orb,0.66513,5
4024,Delve,2018-11-18,Orb of Alchemy,Chaos Orb,0.65789,5
4025,Delve,2018-11-19,Orb of Alchemy,Chaos Orb,0.64516,5
4026,Delve,2018-11-20,Orb of Alchemy,Chaos Orb,0.6023,5
4027,Delve,2018-11-21,Orb of Alchemy,Chaos Orb,0.6,5
4028,Delve,2018-11-22,Orb of Alchemy,Chaos Orb,0.58669,5
4029,Delve,2018-11-23,Orb of Alchemy,Chaos Orb,0.57143,5
4030,Delve,2018-11-24,Orb of Alchemy,Chaos Orb,0.57143,5
4031,Delve,2018-11-25,Orb of Alchemy,Chaos Orb,0.57143,5
4032,Delve,2018-11-26,Orb of Alchemy,Chaos Orb,0.57143,5
4033,Delve,2018-11-27,Orb of Alchemy,Chaos Orb,0.55556,5
4034,Delve,2018-11-28,Orb of Alchemy,Chaos Orb,0.55556,5
4035,Delve,2018-11-29,Orb of Alchemy,Chaos Orb,0.55556,5
4036,Delve,2018-11-30,Orb of Alchemy,Chaos Orb,0.55,5
4037,Delve,2018-12-01,Orb of Alchemy,Chaos Orb,0.54545,5
4038,Delve,2018-12-02,Orb of Alchemy,Chaos Orb,0.54545,5
4039,Delve,2018-12-03,Orb of Alchemy,Chaos Orb,0.53483,5
4040,Delve,2018-08-31,Orb of Annulment,Chaos Orb,14,1
4041,Delve,2018-09-01,Orb of Annulment,Chaos Orb,3,1
4042,Delve,2018-09-02,Orb of Annulment,Chaos Orb,3,1
4043,Delve,2018-09-03,Orb of Annulment,Chaos Orb,4,1
4044,Delve,2018-09-04,Orb of Annulment,Chaos Orb,5,1
4045,Delve,2018-09-05,Orb of Annulment,Chaos Orb,5,1
4046,Delve,2018-09-06,Orb of Annulment,Chaos Orb,5.26235,1
4047,Delve,2018-09-07,Orb of Annulment,Chaos Orb,6,1
4048,Delve,2018-09-08,Orb of Annulment,Chaos Orb,6,1
4049,Delve,2018-09-09,Orb of Annulment,Chaos Orb,6,1
4050,Delve,2018-09-10,Orb of Annulment,Chaos Orb,6,1
